No.,ID Articulo,Codigo Fabricante,Nombre del Articulo,MEDIDAS ,Categoría,Proveedor,Ubicación,Teléfono,Contacto, Precio Compra Sin  IVA, IVA,Precio de Compra Con IVA (Neto),% a Ganar,Utilidad,Es compra Interna?,"Open Pay
(2.99% + 2.5)","IVA 
Open Pay",Comisión Tienda Nube,Total Comisiones,% Descuento En Pago Con Transferencia,Precio de Venta con IVA,,IVA a Desglozar,Precio de Vta. Sin IVA,Ganancia Real,,,,,,,,,Calcula ID,,,,,,,,,
0298, PORTACLIP, CPORA1, PORTACLIPS (5x6.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 437 107 2674,VERONICA , $ 185.34 , $ 29.66 , $ 215.00,35.00%, $ 75.25 ,, $ 8.74 , $ 1.40 , $ 8.61 , $ 18.74 ,3.03%,$309,,$42.62,$266,$81,,,,,,,,,,,,,,,,,,
0299, PORTALAPI, CPORB1, PORTALAPICES (10.5x6.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 438 107 2674,VERONICA , $ 262.93 , $ 42.07 , $ 305.00,35.00%, $ 106.75 ,, $ 11.35 , $ 1.82 , $ 11.10 , $ 24.26 ,2.78%,$436,,$60.14,$376,$113,,,,,,,,,,,,,,,,,,
0300, PORTAVELA, CPCCA1, PORTAVELA CALADO CHICO (7.5x8.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 439 107 2674,VERONICA , $ 318.97 , $ 51.03 , $ 370.00,35.00%, $ 129.50 ,, $ 13.23 , $ 2.12 , $ 12.90 , $ 28.24 ,2.68%,$528,,$72.79,$455,$136,,,,,,,,,,,,,,,,,,
0301, PORTAVELA, CPCMA1, PORTAVELA CALADO MEDIANO (10.5x10.5),,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 440 107 2674,VERONICA , $ 461.21 , $ 73.79 , $ 535.00,35.00%, $ 187.25 ,, $ 18.02 , $ 2.88 , $ 17.46 , $ 38.36 ,2.52%,$761,,$104.91,$656,$194,,,,,,,,,,,,,,,,,,
0302, QUESERA (, CQUEA1, QUESERA (9.5x21) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 441 107 2674,VERONICA ," $ 1,004.31 ", $ 160.69 ," $ 1,165.00",35.00%, $ 407.75 ,, $ 36.29 , $ 5.81 , $ 34.90 , $ 76.99 ,2.33%,"$1,650",,$227.55,"$1,422",$418,,,,,,,,,,,,,,,,,,
0303, SALERO / , CSPBA1, SALERO / PIMIENTERO BOLA (9x8.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 442 107 2674,VERONICA , $ 362.07 , $ 57.93 , $ 420.00,35.00%, $ 147.00 ,, $ 14.68 , $ 2.35 , $ 14.28 , $ 31.31 ,2.62%,$598,,$82.53,$516,$154,,,,,,,,,,,,,,,,,,
0304, SALERO CH, CSCHA1, SALERO CHICO (3.5x3) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 443 107 2674,VERONICA , $ 129.31 , $ 20.69 , $ 150.00,35.00%, $ 52.50 ,, $ 6.85 , $ 1.10 , $ 6.81 , $ 14.75 ,3.40%,$217,,$29.97,$187,$58,,,,,,,,,,,,,,,,,,
0305, SALERO CU, CSCUA1, SALERO CUADRADO (8x3) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 444 107 2674,VERONICA , $ 163.79 , $ 26.21 , $ 190.00,35.00%, $ 66.50 ,, $ 8.01 , $ 1.28 , $ 7.92 , $ 17.21 ,3.14%,$274,,$37.75,$236,$72,,,,,,,,,,,,,,,,,,
0306, SALERO GR, CSGRA1, SALERO GRANDE (6.5x4.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 445 107 2674,VERONICA , $ 142.24 , $ 22.76 , $ 165.00,35.00%, $ 57.75 ,, $ 7.29 , $ 1.17 , $ 7.22 , $ 15.67 ,3.29%,$238,,$32.89,$206,$63,,,,,,,,,,,,,,,,,,
0307, SALSERA C, CSCHB1, SALSERA CHICA (7.5x9.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 446 107 2674,VERONICA , $ 318.97 , $ 51.03 , $ 370.00,35.00%, $ 129.50 ,, $ 13.23 , $ 2.12 , $ 12.90 , $ 28.24 ,2.68%,$528,,$72.79,$455,$136,,,,,,,,,,,,,,,,,,
0308, SERVILLET, CSRIA1, SERVILLETERO REDONDO INDIVIDUAL (4.5x3.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 447 107 2674,VERONICA , $ 129.31 , $ 20.69 , $ 150.00,35.00%, $ 52.50 ,, $ 6.85 , $ 1.10 , $ 6.81 , $ 14.75 ,3.40%,$217,,$29.97,$187,$58,,,,,,,,,,,,,,,,,,
0309, SET ACEIT, CSAVA1, SET ACEITE Y VINAGRE (3 PIEZAS) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 448 107 2674,VERONICA ," $ 1,112.07 ", $ 177.93 ," $ 1,290.00",35.00%, $ 451.50 ,, $ 39.91 , $ 6.39 , $ 38.36 , $ 84.65 ,2.32%,"$1,826",,$251.88,"$1,574",$462,,,,,,,,,,,,,,,,,,
0310, SET CREME, CCAAA1, SET CREMERA Y AZUCARERA AMERICANO (3 PIEZAS),,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 449 107 2674,VERONICA , $ 866.38 , $ 138.62 ," $ 1,005.00",35.00%, $ 351.75 ,, $ 31.65 , $ 5.06 , $ 30.47 , $ 67.18 ,2.36%,"$1,424",,$196.40,"$1,228",$361,,,,,,,,,,,,,,,,,,
0311, SET CREME, CCAEA1, SET CREMERA Y AZUCARERA EXRESS (3 PIEZAS) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 450 107 2674,VERONICA , $ 775.86 , $ 124.14 , $ 900.00,35.00%, $ 315.00 ,, $ 28.60 , $ 4.58 , $ 27.56 , $ 60.74 ,2.38%,"$1,276",,$175.96,"$1,100",$324,,,,,,,,,,,,,,,,,,
0312, TARJETERO, CTARA1, TARJETERO (6.5x11) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 451 107 2674,VERONICA , $ 198.28 , $ 31.72 , $ 230.00,35.00%, $ 80.50 ,, $ 9.17 , $ 1.47 , $ 9.02 , $ 19.66 ,2.98%,$330,,$45.54,$285,$86,,,,,,,,,,,,,,,,,,
0313, TARRO ALT, CTALA1, TARRO ALTO (11.5x8.5),,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 452 107 2674,VERONICA , $ 271.55 , $ 43.45 , $ 315.00,35.00%, $ 110.25 ,, $ 11.64 , $ 1.86 , $ 11.37 , $ 24.87 ,2.76%,$450,,$62.09,$388,$116,,,,,,,,,,,,,,,,,,
0314, TARRO ASA, CTASA1, TARRO ASA (9.5x8),,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 453 107 2674,VERONICA , $ 271.55 , $ 43.45 , $ 315.00,35.00%, $ 110.25 ,, $ 11.64 , $ 1.86 , $ 11.37 , $ 24.87 ,2.76%,$450,,$62.09,$388,$116,,,,,,,,,,,,,,,,,,
0315, TARRO CAF, CTCGA1, TARRO CAFETERO GRANDE (10x8) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 454 107 2674,VERONICA , $ 271.55 , $ 43.45 , $ 315.00,35.00%, $ 110.25 ,, $ 11.64 , $ 1.86 , $ 11.37 , $ 24.87 ,2.76%,$450,,$62.09,$388,$116,,,,,,,,,,,,,,,,,,
0316, TARRO CER, CTCAA1, TARRO CERVECERO ANCHO (13.5x9.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 455 107 2674,VERONICA , $ 435.34 , $ 69.66 , $ 505.00,35.00%, $ 176.75 ,, $ 17.15 , $ 2.74 , $ 16.63 , $ 36.52 ,2.54%,$718,,$99.07,$619,$184,,,,,,,,,,,,,,,,,,
0317, TARRO CER, CTCCA1, TARRO CERVECERO CHICO (13.5x8.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 456 107 2674,VERONICA , $ 327.59 , $ 52.41 , $ 380.00,35.00%, $ 133.00 ,, $ 13.52 , $ 2.16 , $ 13.17 , $ 28.86 ,2.66%,$542,,$74.74,$467,$140,,,,,,,,,,,,,,,,,,
0318, TARRO CHI, CTCHA1, TARRO CHICO (7.5x7.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 457 107 2674,VERONICA , $ 254.31 , $ 40.69 , $ 295.00,35.00%, $ 103.25 ,, $ 11.06 , $ 1.77 , $ 10.82 , $ 23.65 ,2.80%,$422,,$58.19,$364,$109,,,,,,,,,,,,,,,,,,
0319, TARRO PIR, CTPIA1, TARRO PIRAMIDE (10.5x8) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 423 107 2674,VERONICA , $ 271.55 , $ 43.45 , $ 315.00,35.00%, $ 110.25 ,, $ 11.64 , $ 1.86 , $ 11.37 , $ 24.87 ,2.76%,$450,,$62.09,$388,$116,,,,,,,,,,,,,,,,,,
0320, TAZA DE C, CTCAB1, TAZA DE CAFE AMERICANO (7.5x9.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 424 107 2674,VERONICA , $ 254.31 , $ 40.69 , $ 295.00,35.00%, $ 103.25 ,, $ 11.06 , $ 1.77 , $ 10.82 , $ 23.65 ,2.80%,$422,,$58.19,$364,$109,,,,,,,,,,,,,,,,,,
0321, TAZA DE C, CTCEA1, TAZA DE CAFE EXPRESS (5.5x5.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 425 107 2674,VERONICA , $ 142.24 , $ 22.76 , $ 165.00,35.00%, $ 57.75 ,, $ 7.29 , $ 1.17 , $ 7.22 , $ 15.67 ,3.29%,$238,,$32.89,$206,$63,,,,,,,,,,,,,,,,,,
0322, TAZA CHOC, CTCHB1, TAZA CHOCOLATERA (11.5X16.5),,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 426 107 2674,VERONICA , $ 435.34 , $ 69.66 , $ 505.00,35.00%, $ 176.75 ,, $ 17.15 , $ 2.74 , $ 16.63 , $ 36.52 ,2.54%,$718,,$99.07,$619,$184,,,,,,,,,,,,,,,,,,
0323, TERNO AME, CTAMA1, TERNO AMERICANO (PLATO Y TAZA) (2 PIEZAS) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 427 107 2674,VERONICA , $ 491.38 , $ 78.62 , $ 570.00,35.00%, $ 199.50 ,, $ 19.03 , $ 3.04 , $ 18.43 , $ 40.51 ,2.50%,$810,,$111.73,$698,$207,,,,,,,,,,,,,,,,,,
0324, TERNO EXP, CTEXA1, TERNO EXPRESS (PLATO Y TAZA) (2 PIEZAS),,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 428 107 2674,VERONICA , $ 271.55 , $ 43.45 , $ 315.00,35.00%, $ 110.25 ,, $ 11.64 , $ 1.86 , $ 11.37 , $ 24.87 ,2.76%,$450,,$62.09,$388,$116,,,,,,,,,,,,,,,,,,
0325, TIBOR ALT, CTALC1, TIBOR ALTO # 9 (45x27),,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 429 107 2674,VERONICA ," $ 5,375.00 ", $ 860.00 ," $ 6,235.00",35.00%," $ 2,182.25 ",, $ 183.32 , $ 29.33 , $ 175.20 , $ 387.84 ,2.20%,"$8,805",,"$1,214.50","$7,591","$2,216",,,,,,,,,,,,,,,,,,
0326, TIBOR GOR, CTGOB1, TIBOR GORDO # 7 (21.5x16.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 430 107 2674,VERONICA ," $ 1,159.48 ", $ 185.52 ," $ 1,345.00",35.00%, $ 470.75 ,, $ 41.51 , $ 6.64 , $ 39.88 , $ 88.02 ,2.31%,"$1,904",,$262.59,"$1,641",$482,,,,,,,,,,,,,,,,,,
0327, TIBOR GOR, CTGOC1, TIBOR GORDO # 8 (30.5x21.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 431 107 2674,VERONICA ," $ 2,586.21 ", $ 413.79 ," $ 3,000.00",35.00%," $ 1,050.00 ",, $ 89.50 , $ 14.32 , $ 85.68 , $ 189.50 ,2.23%,"$4,239",,$584.76,"$3,655","$1,069",,,,,,,,,,,,,,,,,,
0328, TIBOR GOR, CTGOD1, TIBOR GORDO # 9 (40x35) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 432 107 2674,VERONICA ," $ 6,051.72 ", $ 968.28 ," $ 7,020.00",35.00%," $ 2,457.00 ",, $ 206.08 , $ 32.97 , $ 196.92 , $ 435.97 ,2.20%,"$9,913",,"$1,367.31","$8,546","$2,494",,,,,,,,,,,,,,,,,,
0329, TITERE AN, CTANA1, TITERE ANGELITO (10x8.5),,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 433 107 2674,VERONICA , $ 306.03 , $ 48.97 , $ 355.00,35.00%, $ 124.25 ,, $ 12.80 , $ 2.05 , $ 12.48 , $ 27.32 ,2.70%,$507,,$69.87,$437,$131,,,,,,,,,,,,,,,,,,
0330, TITERE OS, CTOSA1, TITERE OSO (9x8) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 434 107 2674,VERONICA , $ 306.03 , $ 48.97 , $ 355.00,35.00%, $ 124.25 ,, $ 12.80 , $ 2.05 , $ 12.48 , $ 27.32 ,2.70%,$507,,$69.87,$437,$131,,,,,,,,,,,,,,,,,,
0331, TITERE RA, CTRAA1, TITERE RANA (13x7) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 435 107 2674,VERONICA , $ 306.03 , $ 48.97 , $ 355.00,35.00%, $ 124.25 ,, $ 12.80 , $ 2.05 , $ 12.48 , $ 27.32 ,2.70%,$507,,$69.87,$437,$131,,,,,,,,,,,,,,,,,,
0332, VASO DE A, CVAGA1, VASO DE AGUA (12x7.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 436 107 2674,VERONICA , $ 262.93 , $ 42.07 , $ 305.00,35.00%, $ 106.75 ,, $ 11.35 , $ 1.82 , $ 11.10 , $ 24.26 ,2.78%,$436,,$60.14,$376,$113,,,,,,,,,,,,,,,,,,
0333, VASO DE A, CVAAA1, VASO DE AGUA ALTO (15x8),,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 437 107 2674,VERONICA , $ 306.03 , $ 48.97 , $ 355.00,35.00%, $ 124.25 ,, $ 12.80 , $ 2.05 , $ 12.48 , $ 27.32 ,2.70%,$507,,$69.87,$437,$131,,,,,,,,,,,,,,,,,,
0334, VASO DE T, CVTGA1, VASO DE TE GRANDE (6.5x8.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 438 107 2674,VERONICA , $ 237.07 , $ 37.93 , $ 275.00,35.00%, $ 96.25 ,, $ 10.48 , $ 1.68 , $ 10.27 , $ 22.42 ,2.85%,$394,,$54.30,$339,$102,,,,,,,,,,,,,,,,,,
0335, VASO DE T, CVTMA1, VASO DE TE MEDIANO (5x7.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 439 107 2674,VERONICA , $ 185.34 , $ 29.66 , $ 215.00,35.00%, $ 75.25 ,, $ 8.74 , $ 1.40 , $ 8.61 , $ 18.74 ,3.03%,$309,,$42.62,$266,$81,,,,,,,,,,,,,,,,,,
0336, CALAVERIT, DCALA1, CALAVERITA BLANCA (5.5x7.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 440 107 2674,VERONICA , $ 237.07 , $ 37.93 , $ 275.00,35.00%, $ 96.25 ,, $ 10.48 , $ 1.68 , $ 10.27 , $ 22.42 ,2.85%,$394,,$54.30,$339,$102,,,,,,,,,,,,,,,,,,
0337, CALAVERIT, DCALB1, CALAVERITA COLORES(5.5x7.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 441 107 2674,VERONICA , $ 271.55 , $ 43.45 , $ 315.00,35.00%, $ 110.25 ,, $ 11.64 , $ 1.86 , $ 11.37 , $ 24.87 ,2.76%,$450,,$62.09,$388,$116,,,,,,,,,,,,,,,,,,
0338, MACETA BE, DMBEA1, MACETA BEBE (13X8.5X11) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 442 107 2674,VERONICA , $ 392.24 , $ 62.76 , $ 455.00,35.00%, $ 159.25 ,, $ 15.70 , $ 2.51 , $ 15.25 , $ 33.46 ,2.58%,$648,,$89.34,$558,$166,,,,,,,,,,,,,,,,,,
0339, MACETA BO, DMBTA1, MACETA BOTITA ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 443 107 2674,VERONICA , $ 392.24 , $ 62.76 , $ 455.00,35.00%, $ 159.25 ,, $ 15.70 , $ 2.51 , $ 15.25 , $ 33.46 ,2.58%,$648,,$89.34,$558,$166,,,,,,,,,,,,,,,,,,
0340, PAJARITO , DPMIA1, PAJARITO MINI (2.5x2.5x4.5),,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 444 107 2674,VERONICA , $ 107.76 , $ 17.24 , $ 125.00,35.00%, $ 43.75 ,, $ 6.13 , $ 0.98 , $ 6.12 , $ 13.22 ,3.63%,$182,,$25.10,$157,$49,,,,,,,,,,,,,,,,,,
0341, PAJARITO , DPSPA1, PAJARITO SALERO / PIMENTERO (2 PIEZAS) (6x3.7x4.4) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 445 107 2674,VERONICA , $ 306.03 , $ 48.97 , $ 355.00,35.00%, $ 124.25 ,, $ 12.80 , $ 2.05 , $ 12.48 , $ 27.32 ,2.70%,$507,,$69.87,$437,$131,,,,,,,,,,,,,,,,,,
0342, PAJARITO , DPADA1, PAJARITO DECORATIVO (6x3.7x4.4) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 446 107 2674,VERONICA , $ 142.24 , $ 22.76 , $ 165.00,35.00%, $ 57.75 ,, $ 7.29 , $ 1.17 , $ 7.22 , $ 15.67 ,3.29%,$238,,$32.89,$206,$63,,,,,,,,,,,,,,,,,,
0343, TAZA MANI, DTEMC1, TAZA MANITA BLANCA O NEGRA (5x8.5x5.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 447 107 2674,VERONICA , $ 306.03 , $ 48.97 , $ 355.00,35.00%, $ 124.25 ,, $ 12.80 , $ 2.05 , $ 12.48 , $ 27.32 ,2.70%,$507,,$69.87,$437,$131,,,,,,,,,,,,,,,,,,
0344, TAZA MANI, DTEMD1, TAZA MANITA COLORES (5x8.5x5.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 448 107 2674,VERONICA , $ 362.07 , $ 57.93 , $ 420.00,35.00%, $ 147.00 ,, $ 14.68 , $ 2.35 , $ 14.28 , $ 31.31 ,2.62%,$598,,$82.53,$516,$154,,,,,,,,,,,,,,,,,,
0345, TERNO TE , DTTEA1, TERNO TE DE ESCUCHAR CHICO (2 PIEZAS) (6.5x8.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 449 107 2674,VERONICA , $ 461.21 , $ 73.79 , $ 535.00,35.00%, $ 187.25 ,, $ 18.02 , $ 2.88 , $ 17.46 , $ 38.36 ,2.52%,$761,,$104.91,$656,$194,,,,,,,,,,,,,,,,,,
0346, TERNO TE , DTTEB1, TERNO TE DE ESCUCHAR GRANDE (2 PIEZAS) (10x10.5),,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 450 107 2674,VERONICA , $ 547.41 , $ 87.59 , $ 635.00,35.00%, $ 222.25 ,, $ 20.92 , $ 3.35 , $ 20.23 , $ 44.49 ,2.47%,$902,,$124.38,$777,$230,,,,,,,,,,,,,,,,,,
0347, VASO ALCA, DVALC1, VASO ALCATRAZ BLANCO (5.5X7.5),,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 451 107 2674,VERONICA , $ 142.24 , $ 22.76 , $ 165.00,35.00%, $ 57.75 ,, $ 7.29 , $ 1.17 , $ 7.22 , $ 15.67 ,3.29%,$238,,$32.89,$206,$63,,,,,,,,,,,,,,,,,,
0348, VASO ALCA, DVALT1, VASO ALCATRAZ COLORES (5.5X7.5) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 452 107 2674,VERONICA , $ 362.07 , $ 57.93 , $ 420.00,35.00%, $ 147.00 ,, $ 14.68 , $ 2.35 , $ 14.28 , $ 31.31 ,2.62%,$598,,$82.53,$516,$154,,,,,,,,,,,,,,,,,,
0349, VASO TE D, DVTEA1, VASO TE DE ESCUCHAR CHICO (6.5x4) ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 453 107 2674,VERONICA , $ 306.03 , $ 48.97 , $ 355.00,35.00%, $ 124.25 ,, $ 12.80 , $ 2.05 , $ 12.48 , $ 27.32 ,2.70%,$507,,$69.87,$437,$131,,,,,,,,,,,,,,,,,,
0350, VASO TE D, DVTEB1, VASO TE DE ESCUCHAR GRANDE (9.5x5.5),,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 454 107 2674,VERONICA , $ 362.07 , $ 57.93 , $ 420.00,35.00%, $ 147.00 ,, $ 14.68 , $ 2.35 , $ 14.28 , $ 31.31 ,2.62%,$598,,$82.53,$516,$154,,,,,,,,,,,,,,,,,,
0351, AZUCARERA, BAEXA1, AZUCARERA EXPRESS (11x8.5) BCO,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 455 107 2674,VERONICA , $ 362.07 , $ 57.93 , $ 420.00,35.00%, $ 147.00 ,, $ 14.68 , $ 2.35 , $ 14.28 , $ 31.31 ,2.62%,$598,,$82.53,$516,$154,,,,,,,,,,,,,,,,,,
0352, BOWL REDO, BBRCB1, BOWL REDONDO CHICO (9x17) BCO.,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 456 107 2674,VERONICA , $ 952.59 , $ 152.41 ," $ 1,105.00",35.00%, $ 386.75 ,, $ 34.55 , $ 5.53 , $ 33.24 , $ 73.31 ,2.34%,"$1,565",,$215.87,"$1,349",$397,,,,,,,,,,,,,,,,,,
0353, BOWL REDO, BBRMA1, BOWL REDONDO MEDIANO (10x20.5) BCO,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 457 107 2674,VERONICA ," $ 1,452.59 ", $ 232.41 ," $ 1,685.00",35.00%, $ 589.75 ,, $ 51.37 , $ 8.22 , $ 49.29 , $ 108.87 ,2.28%,"$2,384",,$328.78,"$2,055",$602,,,,,,,,,,,,,,,,,,
0354, CHAROLA R, BCCDA1, CHAROLA RECTANGULAR CHICA DECORADA (1.5x8x17.5) BCO,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 423 107 2674,VERONICA , $ 426.72 , $ 68.28 , $ 495.00,35.00%, $ 173.25 ,, $ 16.86 , $ 2.70 , $ 16.36 , $ 35.91 ,2.55%,$704,,$97.13,$607,$180,,,,,,,,,,,,,,,,,,
0355, COPA TEQU, BCTCB1, COPA TEQUILERA CHICA (5.5x4) BCO,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 424 107 2674,VERONICA , $ 155.17 , $ 24.83 , $ 180.00,35.00%, $ 63.00 ,, $ 7.72 , $ 1.24 , $ 7.64 , $ 16.59 ,3.20%,$260,,$35.81,$224,$69,,,,,,,,,,,,,,,,,,
0356, CREMERA E, BCEXA1, CREMERA EXPRESS (6.5x6) BCO. ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 425 107 2674,VERONICA , $ 219.83 , $ 35.17 , $ 255.00,35.00%, $ 89.25 ,, $ 9.90 , $ 1.58 , $ 9.71 , $ 21.19 ,2.90%,$365,,$50.41,$315,$95,,,,,,,,,,,,,,,,,,
0357, CUCHARA (, BCUCA1, CUCHARA (3x4x15.5) BCO.,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 426 107 2674,VERONICA , $ 206.90 , $ 33.10 , $ 240.00,35.00%, $ 84.00 ,, $ 9.46 , $ 1.51 , $ 9.30 , $ 20.27 ,2.94%,$344,,$47.49,$297,$90,,,,,,,,,,,,,,,,,,
0358, DESPACHAD, BDJAL1, DESPACHADOR DE JABON LIQUIDO BCO. ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 427 107 2674,VERONICA , $ 663.79 , $ 106.21 , $ 770.00,35.00%, $ 269.50 ,, $ 24.83 , $ 3.97 , $ 23.97 , $ 52.77 ,2.42%,"$1,092",,$150.66,$942,$278,,,,,,,,,,,,,,,,,,
0359, FLORERO #, BFLOD1, FLORERO # 3 (10.5) BCO. ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 428 107 2674,VERONICA , $ 228.45 , $ 36.55 , $ 265.00,35.00%, $ 92.75 ,, $ 10.19 , $ 1.63 , $ 9.99 , $ 21.81 ,2.87%,$380,,$52.35,$327,$99,,,,,,,,,,,,,,,,,,
0360, FLORERO #, BFLOF1, FLORERO # 5 (15) BCO.,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 429 107 2674,VERONICA , $ 517.24 , $ 82.76 , $ 600.00,35.00%, $ 210.00 ,, $ 19.90 , $ 3.18 , $ 19.26 , $ 42.35 ,2.48%,$852,,$117.56,$735,$218,,,,,,,,,,,,,,,,,,
0361, FLORERO #, BFLOH1, FLORERO # 7 (22x14) BCO.,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 430 107 2674,VERONICA ," $ 1,168.10 ", $ 186.90 ," $ 1,355.00",35.00%, $ 474.25 ,, $ 41.80 , $ 6.69 , $ 40.15 , $ 88.64 ,2.31%,"$1,918",,$264.54,"$1,653",$485,,,,,,,,,,,,,,,,,,
0362, FLORERO C, BFCCA1, FLORERO CUADRADO CHICO (17.5x4.5) BCO.,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 431 107 2674,VERONICA , $ 482.76 , $ 77.24 , $ 560.00,35.00%, $ 196.00 ,, $ 18.74 , $ 3.00 , $ 18.15 , $ 39.89 ,2.51%,$796,,$109.78,$686,$203,,,,,,,,,,,,,,,,,,
0363, FLORERO C, BFCGA1, FLORERO CUADRADO GRANDE (26x6) BCO. ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 432 107 2674,VERONICA ," $ 1,068.97 ", $ 171.03 ," $ 1,240.00",35.00%, $ 434.00 ,, $ 38.46 , $ 6.15 , $ 36.97 , $ 81.59 ,2.32%,"$1,756",,$242.15,"$1,513",$444,,,,,,,,,,,,,,,,,,
0364, FLORERO P, BFPCA1, FLORERO PEZ CHICO (18.5x9.5x14.5) BCO.,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 433 107 2674,VERONICA , $ 788.79 , $ 126.21 , $ 915.00,35.00%, $ 320.25 ,, $ 29.04 , $ 4.65 , $ 27.98 , $ 61.66 ,2.38%,"$1,297",,$178.88,"$1,118",$329,,,,,,,,,,,,,,,,,,
0365, FLORERO P, BFPMA1, FLORERO PEZ MEDIANO (31x16x22) BCO. ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 434 107 2674,VERONICA ," $ 3,310.34 ", $ 529.66 ," $ 3,840.00",35.00%," $ 1,344.00 ",, $ 113.86 , $ 18.22 , $ 108.92 , $ 241.00 ,2.22%,"$5,425",,$748.28,"$4,677","$1,366",,,,,,,,,,,,,,,,,,
0366, GATO PORT, BGPOA1, GATO PORTA-ANILLOS (12.5x4.5x8.5) BCO,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 435 107 2674,VERONICA , $ 362.07 , $ 57.93 , $ 420.00,35.00%, $ 147.00 ,, $ 14.68 , $ 2.35 , $ 14.28 , $ 31.31 ,2.62%,$598,,$82.53,$516,$154,,,,,,,,,,,,,,,,,,
