No.,ID Articulo,Codigo Fabricante,Nombre del Articulo,MEDIDAS ,Categoría,Proveedor,Ubicación,Teléfono,Contacto, Precio Compra Sin  IVA, IVA,Precio de Compra Con IVA (Neto),% a Ganar,Utilidad,Es compra Interna?,"Open Pay
(2.99% + 2.5)","IVA 
Open Pay",Comisión Tienda Nube,Total Comisiones,% Descuento En Pago Con Transferencia,Precio de Venta con IVA,,IVA a Desglozar,Precio de Vta. Sin IVA,Ganancia Real,,,,,,,,,Calcula ID,,,,,,,,,
0497, JUEGO DE , LGJAD1, JUEGO DE AGUA DONA (7 PIEZAS) SN. ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 461 107 2674,VERONICA ," $ 11,353.45 "," $ 1,816.55 "," $ 13,170.00",35.00%," $ 4,609.50 ",, $ 384.43 , $ 61.51 , $ 367.11 , $ 813.05 ,2.19%,"$18,593",,"$2,564.49","$16,028","$4,675",,,,,,,,,,,,,,,,,,
0498, JUEGO DE , LGJTC1, JUEGO DE TE CHICO (5 PIEZAS) SN.,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 462 107 2674,VERONICA ," $ 3,810.34 ", $ 609.66 ,"  $ 4,420.00",35.00%," $ 1,547.00 ",, $ 130.68 , $ 20.91 , $ 124.97 , $ 276.56 ,2.21%,"$6,244",,$861.18,"$5,382","$1,572",,,,,,,,,,,,,,,,,,
0499, LAMPARA #, LGLAM1, LAMPARA # 6 (25) SN.,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 463 107 2674,VERONICA ," $ 2,357.76 ", $ 377.24 ,"  $ 2,735.00",35.00%, $ 957.25 ,, $ 81.82 , $ 13.09 , $ 78.34 , $ 173.25 ,2.24%,"$3,865",,$533.17,"$3,332",$975,,,,,,,,,,,,,,,,,,
0500, LAMPARA C, LGLCC1, LAMPARA CILINDRICA (58X30) SN. ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 464 107 2674,VERONICA ," $ 5,245.69 ", $ 839.31 ,"  $ 6,085.00",35.00%," $ 2,129.75 ",, $ 178.97 , $ 28.63 , $ 171.05 , $ 378.65 ,2.20%,"$8,593",,"$1,185.30","$7,408","$2,162",,,,,,,,,,,,,,,,,,
0501, LICORERA , LGLBC1, LICORERA BOLA CHICA (22.5x11) SN. ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 465 107 2674,VERONICA ," $ 1,715.52 ", $ 274.48 ,"  $ 1,990.00",35.00%, $ 696.50 ,, $ 60.21 , $ 9.63 , $ 57.73 , $ 127.57 ,2.27%,"$2,814",,$388.15,"$2,426",$710,,,,,,,,,,,,,,,,,,
0502, MOLCAJETE, LGMSM1, MOLCAJETE SANTA MARIA MEDIANO (10.5x16.5) SN.,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 466 107 2674,VERONICA ," $ 1,543.10 ", $ 246.90 ,"  $ 1,790.00",35.00%, $ 626.50 ,, $ 54.41 , $ 8.71 , $ 52.19 , $ 115.31 ,2.28%,"$2,532",,$349.21,"$2,183",$639,,,,,,,,,,,,,,,,,,
0503, PLATO CON, LGPSO1, PLATO CONSOME (6x12.5) SN. ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 467 107 2674,VERONICA ," $ 1,060.34 ", $ 169.66 ,"  $ 1,230.00",35.00%, $ 430.50 ,, $ 38.17 , $ 6.11 , $ 36.70 , $ 80.97 ,2.32%,"$1,741",,$240.20,"$1,501",$441,,,,,,,,,,,,,,,,,,
0504, SALERO GR, LGSGR1, SALERO GRANDE (6.5x4.5) SN. ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 468 107 2674,VERONICA , $ 336.21 , $ 53.79 , $ 390.00,35.00%, $ 136.50 ,, $ 13.81 , $ 2.21 , $ 13.45 , $ 29.47 ,2.65%,$556,,$76.69,$479,$143,,,,,,,,,,,,,,,,,,
0505, TARRO ALT, LGTAL1, TARRO ALTO (11.5x8.5) SN.,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 469 107 2674,VERONICA , $ 745.69 , $ 119.31 , $ 865.00,35.00%, $ 302.75 ,, $ 27.59 , $ 4.41 , $ 26.59 , $ 58.59 ,2.39%,"$1,226",,$169.15,"$1,057",$312,,,,,,,,,,,,,,,,,,
0506, TARRO ASA, LGTAS1, TARRO ASA (9.5x8) SN. ,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 470 107 2674,VERONICA , $ 681.03 , $ 108.97 , $ 790.00,35.00%, $ 276.50 ,, $ 25.41 , $ 4.07 , $ 24.52 , $ 54.00 ,2.41%,"$1,120",,$154.55,$966,$285,,,,,,,,,,,,,,,,,,
0507, TARRO CHI, LGTCH1, TARRO CHICO (7.5x7.5) SN.,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 471 107 2674,VERONICA , $ 663.79 , $ 106.21 , $ 770.00,35.00%, $ 269.50 ,, $ 24.83 , $ 3.97 , $ 23.97 , $ 52.77 ,2.42%,"$1,092",,$150.66,$942,$278,,,,,,,,,,,,,,,,,,
0508, VASO DE T, LGVTM1, VASO DE TE MEDIANO (5x7.5) SN.,,ARTESANIAS ,SERVIN ,TARANDACUAU GTO , 472 107 2674,VERONICA , $ 482.76 , $ 77.24 , $ 560.00,55.00%, $ 308.00 ,, $ 18.74 , $ 3.00 , $ 20.39 , $ 42.13 ,2.31%,$910,,$125.54,$785,$302,,,,,,,,,,,,,,,,,,
0509,CANASTA NA, LGVTM2,CANASTA NAV MOD 2001,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 678.00 , $ 108.48 ,$786.48,35.00%, $ 275.27 ,, $ 25.31 , $ 4.05 , $ 24.42 , $ 53.78 ,2.41%,"$1,116",,$153.87,$962,$284,,,,,,,,,,,,,,,,,,
0510,CANASTA NA, LGVTM3,CANASTA NAV MOD 2002,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 713.00 , $ 114.08 ,$827.08,35.00%, $ 289.48 ,, $ 26.49 , $ 4.24 , $ 25.55 , $ 56.27 ,2.40%,"$1,173",,$161.77,"$1,011",$298,,,,,,,,,,,,,,,,,,
0511,CANASTA MO, LGVTM4,CANASTA MOD 2003,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 798.00 , $ 127.68 ,$925.68,35.00%, $ 323.99 ,, $ 29.34 , $ 4.70 , $ 28.27 , $ 62.31 ,2.37%,"$1,312",,$180.96,"$1,131",$333,,,,,,,,,,,,,,,,,,
0512,CANASTA NA, LGVTM5,CANASTA NAV MOD 2004,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 518.00 , $ 82.88 ,$600.88,40.00%, $ 240.35 ,, $ 19.93 , $ 3.19 , $ 19.89 , $ 43.00 ,2.43%,$884,,$121.96,$762,$244,,,,,,,,,,,,,,,,,,
0513,CANASTA NA, LGVTM6,CANASTA NAV MOD 2005,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 498.00 , $ 79.68 ,$577.68,45.00%, $ 259.96 ,, $ 19.25 , $ 3.08 , $ 19.80 , $ 42.13 ,2.39%,$880,,$121.35,$758,$260,,,,,,,,,,,,,,,,,,
0514,BATEA NAV , LGVTM7,BATEA NAV MOD 2006,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 398.00 , $ 63.68 ,$461.68,55.00%, $ 253.92 ,, $ 15.89 , $ 2.54 , $ 17.28 , $ 35.71 ,2.38%,$751,,$103.63,$648,$250,,,,,,,,,,,,,,,,,,
0515,CANASTA NA, LGVTM8,CANASTA NAV MOD 2007,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 808.00 , $ 129.28 ,$937.28,35.00%, $ 328.05 ,, $ 29.68 , $ 4.75 , $ 28.60 , $ 63.03 ,2.37%,"$1,328",,$183.22,"$1,145",$337,,,,,,,,,,,,,,,,,,
0516,CANASTA NA, LGVTM9,CANASTA NAV MOD 2008,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 748.00 , $ 119.68 ,$867.68,35.00%, $ 303.69 ,, $ 27.66 , $ 4.43 , $ 26.67 , $ 58.76 ,2.39%,"$1,230",,$169.67,"$1,060",$312,,,,,,,,,,,,,,,,,,
0517,, LGVTM10,BAUTIZO ,,,,,,,,,,,,, $ 2.50 ,,,,,$0,,$0.00,$0,$0,,,,,,,,,,,,,,,,,,
0518,CAPT-D, LGVTM11,CRUZ ANGEL PUENTE ORO VIEJO,26 X 17.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$181.90,$29.10,$211.00,50.00%, $ 105.50 ,, $ 8.62 , $ 1.38 , $ 9.13 , $ 19.13 ,2.85%,$336,,$46.29,$289,$107,,,,,,,,,,,,,,,,,,
0519,CAPT-P, LGVTM12,CRUZ ANGEL PUENTE PLATA VIEJA,26 X 17.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$174.14,$27.86,$202.00,50.00%, $ 101.00 ,, $ 8.36 , $ 1.34 , $ 8.85 , $ 18.55 ,2.88%,$322,,$44.35,$277,$103,,,,,,,,,,,,,,,,,,
0520,AGDM, LGVTM13,CRUZ ANGEL GUARDA DORADO C/ CRUZ MADERA,21.5 X 13 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$104.31,$16.69,$121.00,50.00%, $ 60.50 ,, $ 6.01 , $ 0.96 , $ 6.37 , $ 13.34 ,3.42%,$195,,$26.87,$168,$64,,,,,,,,,,,,,,,,,,
0521,CMB, LGVTM14,CRUZ MEDALLON BAUTIZO EN MADERA C/PIEDRA,20.5 X 15.5cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$150.86,$24.14,$175.00,50.00%, $ 87.50 ,, $ 7.58 , $ 1.21 , $ 8.03 , $ 16.81 ,3.01%,$279,,$38.53,$241,$90,,,,,,,,,,,,,,,,,,
0522,ACP-D, LGVTM15,ANGEL CRUZ PALOMA ORO VIEJO,15.5 X 11 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$106.03,$16.97,$123.00,50.00%, $ 61.50 ,, $ 6.07 , $ 0.97 , $ 6.43 , $ 13.47 ,3.40%,$198,,$27.31,$171,$65,,,,,,,,,,,,,,,,,,
0523,ACP-P, LGVTM16,ANGEL CRUZ PALOMA PLATA,15.5 X 11 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$101.72,$16.28,$118.00,50.00%, $ 59.00 ,, $ 5.92 , $ 0.95 , $ 6.28 , $ 13.15 ,3.46%,$190,,$26.23,$164,$62,,,,,,,,,,,,,,,,,,
0524,MAGB, LGVTM17,MEDALLON ANGEL GUADA C/BASE,18 X 7.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$83.62,$13.38,$97.00,50.00%, $ 48.50 ,, $ 5.31 , $ 0.85 , $ 5.63 , $ 11.80 ,3.75%,$157,,$21.70,$136,$52,,,,,,,,,,,,,,,,,,
0525,CBM, LGVTM18,CRUZ BAUTIZO MEDALLON CON BASE,15 X 7 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$116.38,$18.62,$135.00,50.00%, $ 67.50 ,, $ 6.42 , $ 1.03 , $ 6.80 , $ 14.24 ,3.29%,$217,,$29.90,$187,$70,,,,,,,,,,,,,,,,,,
0526,18CPI, LGVTM19,CRUCIFIJO DE PILA NUM. 18 EN MADERA,35 X 19 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$239.66,$38.34,$278.00,50.00%, $ 139.00 ,, $ 10.56 , $ 1.69 , $ 11.19 , $ 23.44 ,2.66%,$440,,$60.75,$380,$140,,,,,,,,,,,,,,,,,,
0527,CAC, LGVTM20,CRUZ ANGEL CADENA,30 X 22 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$242.24,$38.76,$281.00,50.00%, $ 140.50 ,, $ 10.65 , $ 1.70 , $ 11.28 , $ 23.63 ,2.65%,$445,,$61.40,$384,$141,,,,,,,,,,,,,,,,,,
0528,CAD-BM, LGVTM21,CRUZ ANGEL DORADO EN MADERA Y BASE,16 X 11.5cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$132.76,$21.24,$154.00,50.00%, $ 77.00 ,, $ 6.97 , $ 1.11 , $ 7.38 , $ 15.46 ,3.14%,$246,,$33.99,$212,$80,,,,,,,,,,,,,,,,,,
0529,CAP-BM, LGVTM22,CRUZ ANGEL PLATA EN MADERA Y BASE,16 X 11.5cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$125.00,$20.00,$145.00,50.00%, $ 72.50 ,, $ 6.71 , $ 1.07 , $ 7.11 , $ 14.88 ,3.20%,$232,,$32.05,$200,$75,,,,,,,,,,,,,,,,,,
0530,CAD-M, LGVTM23,CRUZ ANGEL C/MADERA EN DORADA,14.5 X 11.2cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$104.31,$16.69,$121.00,50.00%, $ 60.50 ,, $ 6.01 , $ 0.96 , $ 6.37 , $ 13.34 ,3.42%,$195,,$26.87,$168,$64,,,,,,,,,,,,,,,,,,
0531,CAP-M, LGVTM24,CRUZ ANGEL C/MADERA EN PLATA,14.5 X 11.2cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$104.31,$16.69,$121.00,50.00%, $ 60.50 ,, $ 6.01 , $ 0.96 , $ 6.37 , $ 13.34 ,3.42%,$195,,$26.87,$168,$64,,,,,,,,,,,,,,,,,,
0532,CAD-B, LGVTM25,CRUZ ANGEL DORADO CON BASE MADERA,14.5 X 9.7 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$106.03,$16.97,$123.00,50.00%, $ 61.50 ,, $ 6.07 , $ 0.97 , $ 6.43 , $ 13.47 ,3.40%,$198,,$27.31,$171,$65,,,,,,,,,,,,,,,,,,
0533,CAP-B, LGVTM26,CRUZ ANGEL PLATA CON BASE MADERA,14.5 X 9.7 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$96.55,$15.45,$112.00,50.00%, $ 56.00 ,, $ 5.75 , $ 0.92 , $ 6.09 , $ 12.76 ,3.53%,$181,,$24.93,$156,$59,,,,,,,,,,,,,,,,,,
0534,CBO, LGVTM27,CRUZ BAUTIZO NIÑO CON DETALLE DE PIED. SWARO,13.5 X 7 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$62.07,$9.93,$72.00,50.00%, $ 36.00 ,, $ 4.59 , $ 0.73 , $ 4.87 , $ 10.19 ,4.31%,$118,,$16.30,$102,$40,,,,,,,,,,,,,,,,,,
0535,CBA, LGVTM28,CRUZ BAUTIZO NIÑA CON DETALLE DE PIED. SWARO,13.5 X 7 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$62.07,$9.93,$72.00,50.00%, $ 36.00 ,, $ 4.59 , $ 0.73 , $ 4.87 , $ 10.19 ,4.31%,$118,,$16.30,$102,$40,,,,,,,,,,,,,,,,,,
0536,1BO, LGVTM29,CRUZ BAUTIZO NIÑO,10.5 X 7 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$33.62,$5.38,$39.00,50.00%, $ 19.50 ,, $ 3.63 , $ 0.58 , $ 3.85 , $ 8.07 ,6.06%,$67,,$9.18,$57,$24,,,,,,,,,,,,,,,,,,
0537,1BA, LGVTM30,CRUZ BAUTIZO NIÑA,10.5 X 7 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$33.62,$5.38,$39.00,50.00%, $ 19.50 ,, $ 3.63 , $ 0.58 , $ 3.85 , $ 8.07 ,6.06%,$67,,$9.18,$57,$24,,,,,,,,,,,,,,,,,,
0538,2BA, LGVTM31,CRUZ BAUTIZO NIÑA ESPECIAL,9.4 X 5.3 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$34.48,$5.52,$40.00,50.00%, $ 20.00 ,, $ 3.66 , $ 0.59 , $ 3.88 , $ 8.13 ,5.97%,$68,,$9.40,$59,$24,,,,,,,,,,,,,,,,,,
0539,2BO, LGVTM32,CRUZ BAUTIZO NIÑO ESPECIAL,9.4 X 5.3 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$34.48,$5.52,$40.00,50.00%, $ 20.00 ,, $ 3.66 , $ 0.59 , $ 3.88 , $ 8.13 ,5.97%,$68,,$9.40,$59,$24,,,,,,,,,,,,,,,,,,
0540,EP, LGVTM33,CRUZ ESPIRITU SANTO,9 X 5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$34.48,$5.52,$40.00,50.00%, $ 20.00 ,, $ 3.66 , $ 0.59 , $ 3.88 , $ 8.13 ,5.97%,$68,,$9.40,$59,$24,,,,,,,,,,,,,,,,,,
0541,C08, LGVTM34,CRUZ ESPIRITU SANTO,5.7 X 3.3 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$18.10,$2.90,$21.00,50.00%, $ 10.50 ,, $ 3.11 , $ 0.50 , $ 3.30 , $ 6.91 ,8.99%,$38,,$5.30,$33,$15,,,,,,,,,,,,,,,,,,
0542,IPD, LGVTM35,CRUZ INFANTIL PALOMA DORADA,6 X 3.3,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$18.10,$2.90,$21.00,50.00%, $ 10.50 ,, $ 3.11 , $ 0.50 , $ 3.30 , $ 6.91 ,8.99%,$38,,$5.30,$33,$15,,,,,,,,,,,,,,,,,,
0543,IP, LGVTM36,CRUZ INFANTIL PALOMA PLATA,6 X 3.3,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$16.38,$2.62,$19.00,50.00%, $ 9.50 ,, $ 3.05 , $ 0.49 , $ 3.24 , $ 6.78 ,9.61%,$35,,$4.87,$30,$14,,,,,,,,,,,,,,,,,,
0544,AGN, LGVTM37,CRUZ ANGEL GUARDA CON NIÑO,16.5 X 7 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$62.07,$9.93,$72.00,50.00%, $ 36.00 ,, $ 4.59 , $ 0.73 , $ 4.87 , $ 10.19 ,4.31%,$118,,$16.30,$102,$40,,,,,,,,,,,,,,,,,,
0545,AGD, LGVTM38,CRUZ ANGEL GUARDA DORADO,14 X 7 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$64.66,$10.34,$75.00,50.00%, $ 37.50 ,, $ 4.68 , $ 0.75 , $ 4.96 , $ 10.38 ,4.22%,$123,,$16.95,$106,$41,,,,,,,,,,,,,,,,,,
0546,MAG, LGVTM39,MEDALLON ANGEL GUARDA PEDESTAL,5.5 X 5.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$41.38,$6.62,$48.00,50.00%, $ 24.00 ,, $ 3.89 , $ 0.62 , $ 4.13 , $ 8.65 ,5.36%,$81,,$11.12,$70,$28,,,,,,,,,,,,,,,,,,
0547,MAGP, LGVTM40,MEDALLON ANGEL GUARDA PEDESTAL PLATA,5.5 X 5.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$38.79,$6.21,$45.00,50.00%, $ 22.50 ,, $ 3.81 , $ 0.61 , $ 4.04 , $ 8.45 ,5.56%,$76,,$10.48,$65,$27,,,,,,,,,,,,,,,,,,
0548,1MN, LGVTM41,CRUZ MADONA CON NIÑO,9.5 X 5.2 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$33.62,$5.38,$39.00,50.00%, $ 19.50 ,, $ 3.63 , $ 0.58 , $ 3.85 , $ 8.07 ,6.06%,$67,,$9.18,$57,$24,,,,,,,,,,,,,,,,,,
0549,2MN, LGVTM42,CRUZ MADONA CON NIÑO ESPECIAL,9.5 X 5.2 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$33.62,$5.38,$39.00,50.00%, $ 19.50 ,, $ 3.63 , $ 0.58 , $ 3.85 , $ 8.07 ,6.06%,$67,,$9.18,$57,$24,,,,,,,,,,,,,,,,,,
0550,AOMD, LGVTM43,ANGEL ORANDO MARCO DORADO C/PIED. SWAROV,8.5 X 6.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$78.45,$12.55,$91.00,50.00%, $ 45.50 ,, $ 5.14 , $ 0.82 , $ 5.45 , $ 11.41 ,3.86%,$148,,$20.40,$128,$49,,,,,,,,,,,,,,,,,,
0551,AOMP, LGVTM44,ANGEL ORANDO MARCO PLATA C/PIED. SWAROVS,8.5 X 6.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$68.97,$11.03,$80.00,50.00%, $ 40.00 ,, $ 4.82 , $ 0.77 , $ 5.11 , $ 10.70 ,4.09%,$131,,$18.03,$113,$44,,,,,,,,,,,,,,,,,,
0552,MAC-D, LGVTM45,MARCO ANGEL COLGANTE DORADO,12 X 11 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$93.10,$14.90,$108.00,50.00%, $ 54.00 ,, $ 5.63 , $ 0.90 , $ 5.97 , $ 12.50 ,3.58%,$175,,$24.07,$150,$57,,,,,,,,,,,,,,,,,,
0553,MAC-P, LGVTM46,MARCO ANGEL COLGANTE PLATA,12 X 11 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$86.21,$13.79,$100.00,50.00%, $ 50.00 ,, $ 5.40 , $ 0.86 , $ 5.73 , $ 11.99 ,3.70%,$162,,$22.34,$140,$53,,,,,,,,,,,,,,,,,,
0554,MCA-D, LGVTM47,MARCO CRUZ ANGEL COLGANTE DORADO,12 X 10.5cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$93.10,$14.90,$108.00,50.00%, $ 54.00 ,, $ 5.63 , $ 0.90 , $ 5.97 , $ 12.50 ,3.58%,$175,,$24.07,$150,$57,,,,,,,,,,,,,,,,,,
0555,MCA-P, LGVTM48,MARCO CRUZ ANGEL COLGANTE PLATA B/MAD.,12 X10.5cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$86.21,$13.79,$100.00,50.00%, $ 50.00 ,, $ 5.40 , $ 0.86 , $ 5.73 , $ 11.99 ,3.70%,$162,,$22.34,$140,$53,,,,,,,,,,,,,,,,,,
0556,ABP-D, LGVTM49,ANGEL BASE PALOMA ORO VIEJO,9 X 6 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$62.07,$9.93,$72.00,50.00%, $ 36.00 ,, $ 4.59 , $ 0.73 , $ 4.87 , $ 10.19 ,4.31%,$118,,$16.30,$102,$40,,,,,,,,,,,,,,,,,,
0557,ABP-P, LGVTM50,ANGEL BASE PALOMA PLATA VIEJA,9 X 6 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$56.90,$9.10,$66.00,50.00%, $ 33.00 ,, $ 4.41 , $ 0.71 , $ 4.68 , $ 9.80 ,4.50%,$109,,$15.01,$94,$37,,,,,,,,,,,,,,,,,,
0558,PIB-D, LGVTM51,PILA DE AGUA BENDITA C/ BASE MADERA EN DORADO,,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$129.31,$20.69,$150.00,50.00%, $ 75.00 ,, $ 6.85 , $ 1.10 , $ 7.26 , $ 15.20 ,3.16%,$240,,$33.13,$207,$78,,,,,,,,,,,,,,,,,,
0559,PIR-P, LGVTM52,PILA DE AGUA BENDITA EN RETABLO PLATA,,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$106.90,$17.10,$124.00,50.00%, $ 62.00 ,, $ 6.10 , $ 0.98 , $ 6.46 , $ 13.53 ,3.39%,$200,,$27.52,$172,$65,,,,,,,,,,,,,,,,,,
0560,AMBM-D, LGVTM53,ANGEL MARCO DORADO C/PEDESTAL B/MADERA,9 X 9 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$86.21,$13.79,$100.00,50.00%, $ 50.00 ,, $ 5.40 , $ 0.86 , $ 5.73 , $ 11.99 ,3.70%,$162,,$22.34,$140,$53,,,,,,,,,,,,,,,,,,
0561,AMBM, LGVTM54,ANGEL MARCO PLATA C/PEDESTAL B/MADERA,9 X 9 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$86.21,$13.79,$100.00,50.00%, $ 50.00 ,, $ 5.40 , $ 0.86 , $ 5.73 , $ 11.99 ,3.70%,$162,,$22.34,$140,$53,,,,,,,,,,,,,,,,,,
