sku,nombre,precio,costo,categoria,mpn,proveedor,ubicacion,ancho_cm,alto_cm,detalles
LGVTM70,CRUZ CALIZ IMPERIAL CON MADRA,162,86.21,ARTESANIAS,LGVTM70,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,19.5,13,"{""medidas_original"":""19.5 X 13 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0577"",""precio_compra_con_iva"":100,""iva_compra"":13.79,""porcentaje_a_ganar"":50,""utilidad"":50,""openpay_comision"":5.4,""openpay_iva"":0.86,""comision_tienda_nube"":5.73,""total_comisiones"":11.99,""descuento_pago_transferencia_pct"":3.7,""iva_venta_desglosar"":22.34,""precio_venta_sin_iva"":140,""ganancia_real"":84,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM71,CRUZ CALIZ RESACADA EN MADERA C/BASE,106,55.17,ARTESANIAS,LGVTM71,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,12.5,7.5,"{""medidas_original"":""12.5 x 7.5 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0578"",""precio_compra_con_iva"":64,""iva_compra"":8.83,""porcentaje_a_ganar"":50,""utilidad"":32,""openpay_comision"":4.36,""openpay_iva"":0.7,""comision_tienda_nube"":4.62,""total_comisiones"":9.67,""descuento_pago_transferencia_pct"":4.58,""iva_venta_desglosar"":14.58,""precio_venta_sin_iva"":91,""ganancia_real"":36,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM72,CRUZ CALIZ DORADO C/ BASE MADERA,90,46.55,ARTESANIAS,LGVTM72,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,11,6.5,"{""medidas_original"":""11 X 6.5 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0579"",""precio_compra_con_iva"":54,""iva_compra"":7.45,""porcentaje_a_ganar"":50,""utilidad"":27,""openpay_comision"":4.07,""openpay_iva"":0.65,""comision_tienda_nube"":4.31,""total_comisiones"":9.03,""descuento_pago_transferencia_pct"":5.02,""iva_venta_desglosar"":12.42,""precio_venta_sin_iva"":78,""ganancia_real"":22,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM73,CRUZ CALIZ PLATA C/BASE MADERA,85,43.97,ARTESANIAS,LGVTM73,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,11,6.5,"{""medidas_original"":""11 X 6.5 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0580"",""precio_compra_con_iva"":51,""iva_compra"":7.03,""porcentaje_a_ganar"":50,""utilidad"":25.5,""openpay_comision"":3.98,""openpay_iva"":0.64,""comision_tienda_nube"":4.22,""total_comisiones"":8.84,""descuento_pago_transferencia_pct"":5.18,""iva_venta_desglosar"":11.77,""precio_venta_sin_iva"":74,""ganancia_real"":18,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM74,RETABLO PALOMA DE NIÑA,95,49.14,ARTESANIAS,LGVTM74,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,11,6,"{""medidas_original"":""11 X 6 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0581"",""precio_compra_con_iva"":57,""iva_compra"":7.86,""porcentaje_a_ganar"":50,""utilidad"":28.5,""openpay_comision"":4.15,""openpay_iva"":0.66,""comision_tienda_nube"":4.41,""total_comisiones"":9.22,""descuento_pago_transferencia_pct"":4.87,""iva_venta_desglosar"":13.07,""precio_venta_sin_iva"":82,""ganancia_real"":26,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM75,RETABLO PALOMA DE NIÑO,95,49.14,ARTESANIAS,LGVTM75,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,11,6,"{""medidas_original"":""11 X 6 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0582"",""precio_compra_con_iva"":57,""iva_compra"":7.86,""porcentaje_a_ganar"":50,""utilidad"":28.5,""openpay_comision"":4.15,""openpay_iva"":0.66,""comision_tienda_nube"":4.41,""total_comisiones"":9.22,""descuento_pago_transferencia_pct"":4.87,""iva_venta_desglosar"":13.07,""precio_venta_sin_iva"":82,""ganancia_real"":26,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM76,CRUZ PALOMITAS NIÑA DORADA,76,38.79,ARTESANIAS,LGVTM76,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,10.5,5.5,"{""medidas_original"":""10.5 X 5.5 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0583"",""precio_compra_con_iva"":45,""iva_compra"":6.21,""porcentaje_a_ganar"":50,""utilidad"":22.5,""openpay_comision"":3.81,""openpay_iva"":0.61,""comision_tienda_nube"":4.04,""total_comisiones"":8.45,""descuento_pago_transferencia_pct"":5.56,""iva_venta_desglosar"":10.48,""precio_venta_sin_iva"":65,""ganancia_real"":10,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM77,CRUZ PALOMITAS NIÑO DORADO,76,38.79,ARTESANIAS,LGVTM77,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,10.5,5.5,"{""medidas_original"":""10.5 X 5.5 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0584"",""precio_compra_con_iva"":45,""iva_compra"":6.21,""porcentaje_a_ganar"":50,""utilidad"":22.5,""openpay_comision"":3.81,""openpay_iva"":0.61,""comision_tienda_nube"":4.04,""total_comisiones"":8.45,""descuento_pago_transferencia_pct"":5.56,""iva_venta_desglosar"":10.48,""precio_venta_sin_iva"":65,""ganancia_real"":10,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM78,CRUZ PRIMERA COMUNION NIÑA,67,31.03,ARTESANIAS,LGVTM78,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,10.5,5.5,"{""medidas_original"":""10.5 X 5.5 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0585"",""precio_compra_con_iva"":36,""iva_compra"":4.97,""porcentaje_a_ganar"":65,""utilidad"":23.4,""openpay_comision"":3.54,""openpay_iva"":0.57,""comision_tienda_nube"":3.87,""total_comisiones"":7.98,""descuento_pago_transferencia_pct"":5.92,""iva_venta_desglosar"":9.29,""precio_venta_sin_iva"":58,""ganancia_real"":3,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM79,CRUZ PRIMERA COMUNION NIÑO,67,31.03,ARTESANIAS,LGVTM79,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,10.5,5.5,"{""medidas_original"":""10.5 X 5.5 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0586"",""precio_compra_con_iva"":36,""iva_compra"":4.97,""porcentaje_a_ganar"":65,""utilidad"":23.4,""openpay_comision"":3.54,""openpay_iva"":0.57,""comision_tienda_nube"":3.87,""total_comisiones"":7.98,""descuento_pago_transferencia_pct"":5.92,""iva_venta_desglosar"":9.29,""precio_venta_sin_iva"":58,""ganancia_real"":3,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM80,CRUZ CALIZ DORADO,67,31.03,ARTESANIAS,LGVTM80,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,10.5,5.5,"{""medidas_original"":""10.5 X 5.5 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0587"",""precio_compra_con_iva"":36,""iva_compra"":4.97,""porcentaje_a_ganar"":65,""utilidad"":23.4,""openpay_comision"":3.54,""openpay_iva"":0.57,""comision_tienda_nube"":3.87,""total_comisiones"":7.98,""descuento_pago_transferencia_pct"":5.92,""iva_venta_desglosar"":9.29,""precio_venta_sin_iva"":58,""ganancia_real"":3,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM81,CRUZ PRIMERA COMUNION NIÑA ESPECIAL,68,34.48,ARTESANIAS,LGVTM81,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,9.5,5.2,"{""medidas_original"":""9.5 X 5.2 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0588"",""precio_compra_con_iva"":40,""iva_compra"":5.52,""porcentaje_a_ganar"":50,""utilidad"":20,""openpay_comision"":3.66,""openpay_iva"":0.59,""comision_tienda_nube"":3.88,""total_comisiones"":8.13,""descuento_pago_transferencia_pct"":5.97,""iva_venta_desglosar"":9.4,""precio_venta_sin_iva"":59,""ganancia_real"":4,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM82,CRUZ PRIMERA COMUNION NIÑO ESPECIAL,68,34.48,ARTESANIAS,LGVTM82,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,9.5,5.2,"{""medidas_original"":""9.5 X 5.2 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0589"",""precio_compra_con_iva"":40,""iva_compra"":5.52,""porcentaje_a_ganar"":50,""utilidad"":20,""openpay_comision"":3.66,""openpay_iva"":0.59,""comision_tienda_nube"":3.88,""total_comisiones"":8.13,""descuento_pago_transferencia_pct"":5.97,""iva_venta_desglosar"":9.4,""precio_venta_sin_iva"":59,""ganancia_real"":4,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM83,CRUZ MANOS ORANDO,67,33.62,ARTESANIAS,LGVTM83,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,10.5,5.5,"{""medidas_original"":""10.5 X 5.5 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0590"",""precio_compra_con_iva"":39,""iva_compra"":5.38,""porcentaje_a_ganar"":50,""utilidad"":19.5,""openpay_comision"":3.63,""openpay_iva"":0.58,""comision_tienda_nube"":3.85,""total_comisiones"":8.07,""descuento_pago_transferencia_pct"":6.06,""iva_venta_desglosar"":9.18,""precio_venta_sin_iva"":57,""ganancia_real"":2,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM84,CRUZ ROSTRO DE JESUS,67,33.62,ARTESANIAS,LGVTM84,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,10.5,5.5,"{""medidas_original"":""10.5 X 5.5 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0591"",""precio_compra_con_iva"":39,""iva_compra"":5.38,""porcentaje_a_ganar"":50,""utilidad"":19.5,""openpay_comision"":3.63,""openpay_iva"":0.58,""comision_tienda_nube"":3.85,""total_comisiones"":8.07,""descuento_pago_transferencia_pct"":6.06,""iva_venta_desglosar"":9.18,""precio_venta_sin_iva"":57,""ganancia_real"":2,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM85,MEDALLON CALIZ DORADO,76,38.79,ARTESANIAS,LGVTM85,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,5.3,5.5,"{""medidas_original"":""5.3 X 5.5 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0592"",""precio_compra_con_iva"":45,""iva_compra"":6.21,""porcentaje_a_ganar"":50,""utilidad"":22.5,""openpay_comision"":3.81,""openpay_iva"":0.61,""comision_tienda_nube"":4.04,""total_comisiones"":8.45,""descuento_pago_transferencia_pct"":5.56,""iva_venta_desglosar"":10.48,""precio_venta_sin_iva"":65,""ganancia_real"":10,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM86,MEDALLON CALIZ PLATA,70,35.34,ARTESANIAS,LGVTM86,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,5.3,5.5,"{""medidas_original"":""5.3 X 5.5 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0593"",""precio_compra_con_iva"":41,""iva_compra"":5.66,""porcentaje_a_ganar"":50,""utilidad"":20.5,""openpay_comision"":3.69,""openpay_iva"":0.59,""comision_tienda_nube"":3.92,""total_comisiones"":8.19,""descuento_pago_transferencia_pct"":5.88,""iva_venta_desglosar"":9.61,""precio_venta_sin_iva"":60,""ganancia_real"":5,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM87,MATRIMONIO,0,0,,LGVTM87,0,0,,,"{""proveedor_contacto"":""0"",""proveedor_telefono"":""0"",""financiero_2023"":{""numero_control"":""0594"",""precio_compra_con_iva"":0,""iva_compra"":0,""utilidad"":0,""es_compra_interna"":""$ -"",""openpay_comision"":2.5,""precio_venta_sin_iva"":0,""ganancia_real"":0,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM88,CRUZ SOLERA CORAZONES DORADO,789,431.9,ARTESANIAS,LGVTM88,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,51,27.5,"{""medidas_original"":""51 X 27.5 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0595"",""precio_compra_con_iva"":501,""iva_compra"":69.1,""porcentaje_a_ganar"":50,""utilidad"":250.5,""openpay_comision"":17.03,""openpay_iva"":2.72,""comision_tienda_nube"":18.03,""total_comisiones"":37.78,""descuento_pago_transferencia_pct"":2.39,""iva_venta_desglosar"":108.87,""precio_venta_sin_iva"":680,""ganancia_real"":625,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM89,CRUZ SOLERA CORAZONES PLATA,763,417.24,ARTESANIAS,LGVTM89,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,51,27.5,"{""medidas_original"":""51 X 27.5 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0596"",""precio_compra_con_iva"":484,""iva_compra"":66.76,""porcentaje_a_ganar"":50,""utilidad"":242,""openpay_comision"":16.54,""openpay_iva"":2.65,""comision_tienda_nube"":17.5,""total_comisiones"":36.69,""descuento_pago_transferencia_pct"":2.41,""iva_venta_desglosar"":105.2,""precio_venta_sin_iva"":657,""ganancia_real"":602,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM90,CRUZ MADERA CORAZON DORADO,789,431.9,ARTESANIAS,LGVTM90,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,50.4,26.4,"{""medidas_original"":""50.4 X 26.4cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0597"",""precio_compra_con_iva"":501,""iva_compra"":69.1,""porcentaje_a_ganar"":50,""utilidad"":250.5,""openpay_comision"":17.03,""openpay_iva"":2.72,""comision_tienda_nube"":18.03,""total_comisiones"":37.78,""descuento_pago_transferencia_pct"":2.39,""iva_venta_desglosar"":108.87,""precio_venta_sin_iva"":680,""ganancia_real"":625,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM91,CRUZ MADERA CORAZON PLATA,750,410.34,ARTESANIAS,LGVTM91,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,50.4,26.4,"{""medidas_original"":""50.4 X 26.4cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0598"",""precio_compra_con_iva"":476,""iva_compra"":65.66,""porcentaje_a_ganar"":50,""utilidad"":238,""openpay_comision"":16.3,""openpay_iva"":2.61,""comision_tienda_nube"":17.26,""total_comisiones"":36.17,""descuento_pago_transferencia_pct"":2.41,""iva_venta_desglosar"":103.47,""precio_venta_sin_iva"":647,""ganancia_real"":592,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM92,CRUZ SOLERA CORAZONES DORADA S/CUERPO,630,343.97,ARTESANIAS,LGVTM92,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,27.5,"{""medidas_original"":""40 X 27.5 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0599"",""precio_compra_con_iva"":399,""iva_compra"":55.03,""porcentaje_a_ganar"":50,""utilidad"":199.5,""openpay_comision"":14.07,""openpay_iva"":2.25,""comision_tienda_nube"":14.9,""total_comisiones"":31.22,""descuento_pago_transferencia_pct"":2.48,""iva_venta_desglosar"":86.86,""precio_venta_sin_iva"":543,""ganancia_real"":488,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM93,CRUZ SOLERA CORAZONES PLATA S/CUERPO,606,331.03,ARTESANIAS,LGVTM93,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,27.5,"{""medidas_original"":""40 X 27.5 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0600"",""precio_compra_con_iva"":384,""iva_compra"":52.97,""porcentaje_a_ganar"":50,""utilidad"":192,""openpay_comision"":13.64,""openpay_iva"":2.18,""comision_tienda_nube"":14.44,""total_comisiones"":30.25,""descuento_pago_transferencia_pct"":2.5,""iva_venta_desglosar"":83.62,""precio_venta_sin_iva"":523,""ganancia_real"":467,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM94,CRUZ MATRIMONIO MINI COMBINADA C/PIEDRA SW,110,57.76,ARTESANIAS,LGVTM94,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,12.5,6,"{""medidas_original"":""12.5 X 6 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0601"",""precio_compra_con_iva"":67,""iva_compra"":9.24,""porcentaje_a_ganar"":50,""utilidad"":33.5,""openpay_comision"":4.44,""openpay_iva"":0.71,""comision_tienda_nube"":4.71,""total_comisiones"":9.87,""descuento_pago_transferencia_pct"":4.47,""iva_venta_desglosar"":15.22,""precio_venta_sin_iva"":95,""ganancia_real"":40,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM95,CRUZ MATRIMONIO SOLERA GRABADA DORADA,700,382.76,ARTESANIAS,LGVTM95,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,23,"{""medidas_original"":""40 X 23 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0602"",""precio_compra_con_iva"":444,""iva_compra"":61.24,""porcentaje_a_ganar"":50,""utilidad"":222,""openpay_comision"":15.38,""openpay_iva"":2.46,""comision_tienda_nube"":16.28,""total_comisiones"":34.11,""descuento_pago_transferencia_pct"":2.44,""iva_venta_desglosar"":96.57,""precio_venta_sin_iva"":604,""ganancia_real"":548,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM96,CRUZ MATRIMONIO SOLERA GRABADA PLATA,700,382.76,ARTESANIAS,LGVTM96,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,23,"{""medidas_original"":""40 X 23 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0603"",""precio_compra_con_iva"":444,""iva_compra"":61.24,""porcentaje_a_ganar"":50,""utilidad"":222,""openpay_comision"":15.38,""openpay_iva"":2.46,""comision_tienda_nube"":16.28,""total_comisiones"":34.11,""descuento_pago_transferencia_pct"":2.44,""iva_venta_desglosar"":96.57,""precio_venta_sin_iva"":604,""ganancia_real"":548,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM97,CRUZ MATRIMONIO DORADA C/PIEDRA SWAROVSK,936,512.93,ARTESANIAS,LGVTM97,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,22.5,"{""medidas_original"":""40 X 22.5cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0604"",""precio_compra_con_iva"":595,""iva_compra"":82.07,""porcentaje_a_ganar"":50,""utilidad"":297.5,""openpay_comision"":19.76,""openpay_iva"":3.16,""comision_tienda_nube"":20.91,""total_comisiones"":43.82,""descuento_pago_transferencia_pct"":2.34,""iva_venta_desglosar"":129.15,""precio_venta_sin_iva"":807,""ganancia_real"":752,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM98,CRUZ MATRIMONIO DORADA,883,483.62,ARTESANIAS,LGVTM98,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,22.5,"{""medidas_original"":""40 X 22.5cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0605"",""precio_compra_con_iva"":561,""iva_compra"":77.38,""porcentaje_a_ganar"":50,""utilidad"":280.5,""openpay_comision"":18.77,""openpay_iva"":3,""comision_tienda_nube"":19.87,""total_comisiones"":41.64,""descuento_pago_transferencia_pct"":2.36,""iva_venta_desglosar"":121.81,""precio_venta_sin_iva"":761,""ganancia_real"":706,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM99,CRUZ MATRIMONIO PLATA C/PIEDRA SWAROVSKI,933,511.21,ARTESANIAS,LGVTM99,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,22.5,"{""medidas_original"":""40 X 22.5cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0606"",""precio_compra_con_iva"":593,""iva_compra"":81.79,""porcentaje_a_ganar"":50,""utilidad"":296.5,""openpay_comision"":19.7,""openpay_iva"":3.15,""comision_tienda_nube"":20.85,""total_comisiones"":43.7,""descuento_pago_transferencia_pct"":2.34,""iva_venta_desglosar"":128.72,""precio_venta_sin_iva"":804,""ganancia_real"":749,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM100,CRUZ MATRIMONIO PLATA,883,483.62,ARTESANIAS,LGVTM100,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,22.5,"{""medidas_original"":""40 X 22.5cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0607"",""precio_compra_con_iva"":561,""iva_compra"":77.38,""porcentaje_a_ganar"":50,""utilidad"":280.5,""openpay_comision"":18.77,""openpay_iva"":3,""comision_tienda_nube"":19.87,""total_comisiones"":41.64,""descuento_pago_transferencia_pct"":2.36,""iva_venta_desglosar"":121.81,""precio_venta_sin_iva"":761,""ganancia_real"":706,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM101,CRUZ MATRIMONIO DORADO C/PIED.SWAROSV CHO,936,512.93,ARTESANIAS,LGVTM101,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,22.5,"{""medidas_original"":""40 X 22.5cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0608"",""precio_compra_con_iva"":595,""iva_compra"":82.07,""porcentaje_a_ganar"":50,""utilidad"":297.5,""openpay_comision"":19.76,""openpay_iva"":3.16,""comision_tienda_nube"":20.91,""total_comisiones"":43.82,""descuento_pago_transferencia_pct"":2.34,""iva_venta_desglosar"":129.15,""precio_venta_sin_iva"":807,""ganancia_real"":752,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM102,CRUZ MATRIMONIO DORADA EN CHOCOLATE,883,483.62,ARTESANIAS,LGVTM102,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,22.5,"{""medidas_original"":""40 X 22.5cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0609"",""precio_compra_con_iva"":561,""iva_compra"":77.38,""porcentaje_a_ganar"":50,""utilidad"":280.5,""openpay_comision"":18.77,""openpay_iva"":3,""comision_tienda_nube"":19.87,""total_comisiones"":41.64,""descuento_pago_transferencia_pct"":2.36,""iva_venta_desglosar"":121.81,""precio_venta_sin_iva"":761,""ganancia_real"":706,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM103,CRUZ MATRIMONIO PLATA C/PIED. SWAROS.CHOCO,936,512.93,ARTESANIAS,LGVTM103,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,22.5,"{""medidas_original"":""40 X 22.5cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0610"",""precio_compra_con_iva"":595,""iva_compra"":82.07,""porcentaje_a_ganar"":50,""utilidad"":297.5,""openpay_comision"":19.76,""openpay_iva"":3.16,""comision_tienda_nube"":20.91,""total_comisiones"":43.82,""descuento_pago_transferencia_pct"":2.34,""iva_venta_desglosar"":129.15,""precio_venta_sin_iva"":807,""ganancia_real"":752,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM104,CRUZ MATRIMONIO PLATA CHOCOLATE,883,483.62,ARTESANIAS,LGVTM104,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,22.5,"{""medidas_original"":""40 X 22.5cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0611"",""precio_compra_con_iva"":561,""iva_compra"":77.38,""porcentaje_a_ganar"":50,""utilidad"":280.5,""openpay_comision"":18.77,""openpay_iva"":3,""comision_tienda_nube"":19.87,""total_comisiones"":41.64,""descuento_pago_transferencia_pct"":2.36,""iva_venta_desglosar"":121.81,""precio_venta_sin_iva"":761,""ganancia_real"":706,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
